"Program","Year","Period","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Measure","Bearing_type","Domain","Domain.Category","Value","CV...."
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",1.1,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",1.3,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (EMAMECTIN BENZOATE = 122806)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",1.4,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",1.2,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",1.3,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",1.4,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",1.2,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",1.3,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",1.7,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",1.2,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)",1.2,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)",1.7,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",1.6,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",2.5,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",1.2,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",1.2,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)",1.3,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",1.4,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",1.1,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",1,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",1.1,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (GLIOCLADIUM VIRENS = 129000)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PAECILOMYCES FUMOSOR = 115002)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (POTASSIUM SILICATE = 72606)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",1.4,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (NITROGEN)",16.9,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (PHOSPHATE)",11.8,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (POTASH)",13.2,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (SULFUR)",10.2,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",10,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",14,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)",1,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",9,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",41,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",6,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",30,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",9,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",30,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",32,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",14,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",8,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",18,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",20,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)",15,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)",12,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",12,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",21,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",10,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)",23,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",64,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",19,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",4,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",13,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",71,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",37,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",13,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",4,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)",6,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",4,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)",7,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",22,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",10,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",20,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",29,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",22,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",19,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)",16,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",7,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)",23,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)",NA,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"",NA,"",NA,NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)",NA,""
